,Unnamed: 0,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
127,127,Neural Networks in Python: Deep Learning for Beginners,123159,1209,1,11.2022,1,1,1,69.9,1,19,67,9.25,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,1,0,1,4.6
128,128,Data Science: Python for Data Analysis 2023 Full Bootcamp,135482,1199,2,10.2022,1,1,1,349.9,1,13,76,6.166666666666667,Ahmed Ibrahim,470845.0,14,4.2,1,614746.0,14.0,4.2,1,0,0,4.2
129,129,Convolutional Neural Networks in Python: CNN Computer Vision,120121,1182,1,11.2022,1,1,1,69.9,1,22,59,7.683333333333334,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,1,0,0,4.4
130,130,MLOps Fundamentals: CI/CD/CT Pipelines of ML with Azure Demo,6039,1189,1,7.2022,1,1,1,159.9,1,11,35,2.8833333333333333,J Garg - Real Time Learning,36862.0,6,4.4,0,0.0,0.0,0.0,1,0,0,4.3
131,131,U&P AI - Natural Language Processing (NLP) with Python,13879,1145,1,12.202,1,1,1,69.9,1,6,72,5.816666666666666,Abdulhadi Darwish,14422.0,1,4.0,0,0.0,0.0,0.0,0,0,0,4.0
132,132,Machine Learning for Absolute Beginners - Level 1,24439,1127,1,9.2022,1,1,1,349.9,1,5,25,2.15,Idan Gabrieli,139416.0,17,4.5,0,0.0,0.0,0.0,1,0,0,4.5
133,133,Python & Introduction to Data Science,45764,1102,1,10.2018,1,1,1,329.9,1,4,68,9.133333333333333,AI 4 MY,45764.0,1,4.6,0,0.0,0.0,0.0,0,0,0,4.6
134,134,Statistics & Mathematics for Data Science & Data Analytics,6537,1109,1,12.2022,1,1,1,349.9,1,9,91,11.4,Nikolai Schuler,132017.0,15,4.6,0,0.0,0.0,0.0,1,0,0,4.6
135,135,"Learn Data Science Deep Learning, Machine Learning NLP & R",6270,1092,1,8.2022,1,1,1,179.9,1,51,624,70.53333333333333,Cinnamon TechX,13689.0,2,4.4,0,0.0,0.0,0.0,0,0,0,4.6
136,136,Natural Language Processing: NLP With Transformers in Python,19502,1094,1,8.2022,1,1,1,209.9,1,14,104,11.5,James Briggs,20858.0,2,4.4,0,0.0,0.0,0.0,1,0,0,4.5
137,137,Deep Reinforcement Learning 2.0,9470,1086,3,1.2023,1,1,1,349.9,1,8,63,9.633333333333333,Hadelin de Ponteves,1651425.0,42,4.5,1,2286300.0,148.0,4.6,0,0,0,4.5
138,138,2022 Python Data Analysis & Visualization Masterclass,11236,1101,1,12.2022,1,1,1,699.9,1,22,202,20.483333333333334,Colt Steele,1420526.0,22,4.7,0,0.0,0.0,0.0,0,0,0,4.7
139,139,Machine Learning & Data Science A-Z: Hands-on Python 2022,68715,1077,1,1.2022,1,1,1,349.9,1,9,75,14.45,Navid Shirzadi,71544.0,5,4.5,0,0.0,0.0,0.0,1,0,0,4.4
140,140,Python for Data Science and Machine Learning beginners,16043,1069,1,4.2021,1,1,1,69.9,1,12,64,7.666666666666667,Jay Bhatt,28546.0,3,3.9,0,0.0,0.0,0.0,0,0,0,4.0
141,141,The Complete dbt (Data Build Tool) Bootcamp: Zero to Hero,6911,1105,2,1.2023,1,1,1,179.9,1,18,81,5.233333333333333,Zoltan C. Toth,6911.0,1,4.5,1,6911.0,1.0,4.5,1,0,0,4.5
142,142,Machine Learning and AI: Support Vector Machines in Python,23486,1049,1,1.2023,1,1,1,105.9,1,12,73,8.883333333333333,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.9
143,143,[2022] Machine Learning and Deep Learning Bootcamp in Python,11248,1040,1,9.2022,1,1,1,349.9,1,55,340,32.61666666666667,Holczer Balazs,257780.0,34,4.5,0,0.0,0.0,0.0,1,0,0,4.4
144,144,Regression Analysis / Data Analytics in Regression,5668,1033,1,11.2017,1,1,1,349.9,1,6,17,2.15,Quantitative  Specialists,24456.0,9,4.5,0,0.0,0.0,0.0,1,0,0,4.4
145,145,Learn BERT - most powerful NLP algorithm by Google,6329,1027,3,4.2022,1,1,1,349.9,1,5,37,5.483333333333333,Martin Jocqueviel,55757.0,6,4.5,1,2286300.0,148.0,4.6,1,0,0,4.3
146,146,Deep Learning :Adv. Computer Vision (object detection+more!),23908,1018,1,5.2021,1,1,1,69.9,1,10,34,7.383333333333334,Jay Bhatt,28546.0,3,3.9,0,0.0,0.0,0.0,0,0,0,4.3
147,147,Learn Machine learning & AI (Including Hands-on 3 Projects),253350,1021,1,9.202,1,1,1,349.9,1,3,34,1.95,EdYoda Digital University,1042101.0,15,4.3,0,0.0,0.0,0.0,0,0,0,4.2
148,148,Train YOLO for Object Detection with Custom Data,5261,1022,1,6.2022,1,1,1,209.9,1,9,58,7.1,Valentyn Sichkar,5665.0,2,4.5,0,0.0,0.0,0.0,1,0,0,4.6
149,149,Data Engineering using AWS Data Analytics,12364,1014,3,7.2022,1,1,1,699.9,1,29,434,26.25,Durga Viswanatha Raju Gadiraju,268541.0,20,4.4,1,214648.0,19.0,4.4,0,0,0,4.5
150,150,"Introduction to AI, Machine Learning and Data Science",28918,991,1,5.202,1,1,1,349.9,1,4,15,0.5333333333333333,Pradeep D,56637.0,3,4.2,0,0.0,0.0,0.0,0,0,0,4.2
151,151,Want to be a Big Data Scientist?,12538,969,1,3.2018,1,1,1,69.9,1,2,13,1.4166666666666667,"V2 Maestros, LLC",76516.0,7,4.2,0,0.0,0.0,0.0,0,0,0,4.7
152,152,Probability for Statistics and Data Science,12282,977,1,1.202,1,1,3,349.9,1,5,46,3.6666666666666665,365 Careers,2202831.0,91,4.6,0,0.0,0.0,0.0,1,0,0,4.7
153,153,Master Apache Spark - Hands On!,6105,952,2,11.2021,1,1,1,349.9,1,6,32,6.933333333333334,Imtiaz Ahmad,405412.0,12,4.5,1,66811.0,4.0,4.5,0,0,0,4.6
154,154,Artificial Intelligence (ARS): Build the Most Powerful AI,9303,942,4,1.2023,1,1,6,349.9,1,4,42,4.866666666666667,Hadelin de Ponteves,1651425.0,42,4.5,1,2282141.0,59.0,4.5,0,0,0,4.3
155,155,Architecting Big Data Solutions,5055,936,1,1.2017,1,1,1,69.9,1,11,42,5.4,"V2 Maestros, LLC",76516.0,7,4.2,0,0.0,0.0,0.0,0,0,0,3.8
156,156,Ultimate Python Bootcamp For Data Science & Machine Learning,180538,928,1,3.202,1,1,0,105.9,1,11,103,15.75,Pruthviraja L,238106.0,3,4.1,0,0.0,0.0,0.0,0,0,0,4.0
157,157,"From 0 to 1: Machine Learning, NLP & Python-Cut to the Chase",8725,899,1,1.2018,1,1,1,349.9,1,16,94,19.833333333333332,Loony Corn,154863.0,67,4.2,0,0.0,0.0,0.0,0,0,0,4.1
158,158,Artificial Neural Networks (ANN) with Keras in Python and R,159637,893,1,11.2022,1,1,1,69.9,1,19,58,8.5,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,1,0,0,4.3
159,159,Complete Time Series Analysis With Python,5250,880,1,7.2021,1,1,1,349.9,1,8,52,4.233333333333333,Minerva Singh,90904.0,49,4.4,0,0.0,0.0,0.0,0,0,0,4.4
160,160,Machine Learning Classification Bootcamp in Python,8574,870,4,1.2023,1,1,3,349.9,1,9,82,11.716666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",319769.0,46,4.5,1,513669.0,70.0,4.5,0,0,0,4.4
161,161,Azure Synapse Analytics For Data Engineers -Hands On Project,7346,898,1,11.2022,1,1,1,123.9,1,19,132,13.45,Ramesh Retnasamy,66915.0,3,4.6,0,0.0,0.0,0.0,0,0,0,4.7
162,162,Modern Reinforcement Learning: Deep Q Learning in PyTorch,4380,848,1,10.202,1,1,1,399.9,1,9,41,5.683333333333334,Phil Tabor,5817.0,4,4.7,0,0.0,0.0,0.0,0,0,0,4.7
163,163,Fundamental Data Analysis and Visualization Tools in Python,51330,848,1,7.202,1,1,1,89.9,1,7,7,1.0833333333333333,James Thomson,57958.0,2,3.7,0,0.0,0.0,0.0,1,0,0,3.7
164,164,Optimization with Python: Solve Operations Research Problems,5683,841,1,12.2022,1,1,1,349.9,1,15,102,12.733333333333333,Rafael Silva Pinto,9551.0,5,4.6,0,0.0,0.0,0.0,1,0,0,4.6
165,165,Logistic Regression in Python,98750,810,1,11.2022,1,1,1,69.9,1,13,83,7.55,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,1,0,0,4.5
166,166,Data Science : Master Machine Learning Without Coding,5747,808,1,10.2018,1,1,1,349.9,1,14,63,2.6166666666666667,Ram Prasad,6680.0,1,4.1,0,0.0,0.0,0.0,1,0,0,4.1
167,167,"The Data Visualization Course: Excel, Tableau, Python, R",8033,804,1,5.2022,1,1,1,349.9,1,12,115,8.866666666666667,365 Careers,2202831.0,91,4.6,0,0.0,0.0,0.0,1,0,0,4.5
168,168,Machine Learning Real World projects in Python,74262,800,1,12.2022,1,1,1,89.9,1,6,74,13.116666666666667,Shan Singh,285624.0,21,4.3,0,0.0,0.0,0.0,0,0,0,4.2
169,169,Data Visualization in Python Masterclass™: Beginners to Pro,27391,790,1,12.2022,1,1,1,69.9,1,16,225,21.866666666666667,Laxmi Kant,47651.0,7,4.4,0,0.0,0.0,0.0,1,0,0,4.3
170,170,Complete Data Analysis with Pandas : Hands-on Pandas Python,13021,776,2,5.2021,1,1,1,349.9,1,31,150,16.85,Ankit Mistry,87692.0,16,4.5,1,32637.0,4.0,4.4,1,1,0,4.7
171,171,Complete Data Wrangling & Data Visualisation With Python,14625,770,1,11.2022,1,1,5,349.9,1,9,54,6.333333333333333,Minerva Singh,90904.0,49,4.4,0,0.0,0.0,0.0,0,0,0,4.3
172,172,"Recursion, Backtracking and Dynamic Programming in Python",9538,770,1,11.2022,1,1,1,349.9,1,15,145,15.716666666666667,Holczer Balazs,257832.0,34,4.5,0,0.0,0.0,0.0,1,0,0,4.4
173,173,Practical AI with Python and Reinforcement Learning,9099,776,1,9.2021,1,1,1,349.9,1,14,156,26.416666666666668,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,1,0,0,4.4
174,174,Text Mining and Natural Language Processing in R,5609,756,1,11.2022,1,1,1,349.9,1,10,84,8.75,Minerva Singh,90904.0,49,4.4,0,0.0,0.0,0.0,1,0,0,4.3
175,175,A Crash Course In PySpark,8569,778,1,5.202,1,1,1,69.9,1,5,19,1.25,Kieran Keene,37499.0,3,4.4,0,0.0,0.0,0.0,0,0,0,4.5
176,176,Modern Artificial Intelligence Masterclass: Build 6 Projects,29868,755,4,6.2021,1,1,1,349.9,1,8,90,15.766666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",319769.0,46,4.5,1,2286300.0,148.0,4.6,0,0,0,4.5
177,177,From 0 to 1 : Spark for Data Science with Python,8046,753,1,2.2018,1,1,1,349.9,1,11,54,8.3,Loony Corn,154863.0,67,4.2,0,0.0,0.0,0.0,0,0,0,4.1
178,178,"Intro to Big Data, Data Science and Artificial Intelligence",1482,745,1,12.2021,1,1,1,123.9,0,11,80,3.45,Julia Mariasova,2170.0,8,4.7,0,0.0,0.0,0.0,1,0,0,4.7
179,179,Mathematics & Statistics of Machine Learning & Data Science,8539,743,1,8.2022,1,1,1,179.9,1,13,149,11.116666666666667,Cinnamon TechX,13689.0,2,4.4,0,0.0,0.0,0.0,0,0,0,4.1
180,180,PowerBI Zero to Hero,33532,734,1,11.2021,1,1,1,179.9,1,7,59,2.466666666666667,Abdelkarim MOHAMED MAHMOUD,33532.0,1,4.6,0,0.0,0.0,0.0,0,0,0,4.6
181,181,Docker Masterclass for Machine Learning and Data Science,33887,735,3,9.2022,1,1,1,349.9,1,15,83,4.383333333333334,Jordan Sauchuk,259762.0,7,4.4,1,2286300.0,148.0,4.6,1,0,0,4.1
182,182,Master Artificial Intelligence 2022 : Build 6 AI Projects,45335,734,1,3.2022,1,1,1,69.9,1,29,312,21.216666666666665,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,1,0,0,4.2
183,183,Artificial Intelligence I: Meta-Heuristics and Games in Java,7466,708,1,3.2022,1,1,1,349.9,1,23,83,9.166666666666666,Holczer Balazs,257832.0,34,4.5,0,0.0,0.0,0.0,1,0,0,4.5
184,184,Python for Deep Learning: Build Neural Networks in Python,89653,698,1,1.2022,1,1,1,179.9,1,10,58,2.066666666666667,Meta Brains,339688.0,32,4.2,0,0.0,0.0,0.0,0,0,0,4.3
185,185,From 0 to 1: Hive for Processing Big Data,6292,698,1,1.2018,1,1,1,349.9,1,19,87,15.25,Loony Corn,154863.0,67,4.2,0,0.0,0.0,0.0,0,0,0,3.6
186,186,"Elasticsearch Masterclass [Incl., Elasticsearch 7 update]",5627,698,1,12.2021,1,1,1,349.9,1,6,16,6.133333333333334,Vinoth Parthasarathy,35907.0,2,4.8,0,0.0,0.0,0.0,0,0,0,4.6
187,187,"Modern Computer Vision™ PyTorch, Tensorflow2 Keras & OpenCV4",7347,703,1,6.2022,1,1,1,699.9,1,57,229,27.6,Rajeev D. Ratan,60105.0,7,4.4,0,0.0,0.0,0.0,0,0,0,4.5
188,188,Complete Linear Algebra for Data Science & Machine Learning,4292,688,2,5.2021,1,1,0,349.9,1,17,212,17.9,Kashif A.,81251.0,13,4.5,1,81250.0,13.0,4.5,1,0,0,4.9
189,189,Data Analysis Masterclass (4 courses in 1),23594,701,1,3.2022,1,1,1,69.9,1,9,228,16.9,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,1,0,0,4.2
190,190,TensorFlow 2.0 Practical,6188,687,4,2.2021,1,1,1,349.9,1,6,84,11.733333333333333,"Dr. Ryan Ahmed, Ph.D., MBA",319769.0,46,4.5,1,2286300.0,148.0,4.6,0,0,0,4.7
191,191,Data Science Bootcamp 2022: 5 Data Science Projects,38846,681,1,4.2022,1,1,1,69.9,1,17,262,15.533333333333333,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,1,0,0,4.5
192,192,PySpark Essentials for Data Scientists (Big Data + Python),4605,675,1,5.2022,1,1,1,329.9,1,11,109,17.266666666666666,Layla AI,4605.0,1,4.8,0,0.0,0.0,0.0,1,0,0,4.8
193,193,2022 Machine Learning A to Z : 5 Machine Learning Projects,39491,673,1,4.2022,1,1,1,69.9,1,25,412,26.25,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,1,0,0,4.3
194,194,Machine Learning From Basic to Advanced,114880,662,4,8.2021,1,1,1,105.9,1,5,15,2.9833333333333334,Code Warriors,312812.0,9,4.0,1,148316.0,2.0,4.1,0,0,0,4.0
195,195,Applied Time Series Analysis and Forecasting with R Projects,4617,659,1,7.2018,1,1,1,329.9,1,5,34,3.35,R-Tutorials Training,265469.0,24,4.4,0,0.0,0.0,0.0,0,0,0,4.6
196,196,Introduction to Artificial Neural Network and Deep Learning,3236,652,1,4.202,1,1,1,349.9,1,8,36,7.033333333333333,Seyedali Mirjalili,15587.0,8,4.6,0,0.0,0.0,0.0,0,0,0,4.7
197,197,Data Analysis Real world use-cases- Hands on Python,64392,639,1,12.2022,1,1,1,69.9,1,7,47,6.9,Shan Singh,285624.0,21,4.3,0,0.0,0.0,0.0,0,0,0,4.3
198,198,"Build Your own Self Driving Car | Deep Learning, OpenCV, C++",3974,630,1,8.2022,1,1,1,69.9,0,11,47,5.55,Rajandeep Singh,18108.0,5,4.5,0,0.0,0.0,0.0,0,0,0,4.6
199,199,R Data Pre-Processing & Data Management - Shape your Data!,4665,632,1,11.2018,1,1,1,349.9,1,10,64,6.416666666666667,R-Tutorials Training,265469.0,24,4.4,0,0.0,0.0,0.0,0,0,0,4.6
200,200,Complete Course on A/B Testing with Interview Guide,3481,628,1,3.2021,1,1,1,329.9,1,5,27,2.45,Preeti Semwal,3481.0,1,4.2,0,0.0,0.0,0.0,1,0,0,4.2
201,201,Build Neural Networks In Seconds Using Deep Learning Studio,565,181,1,1.2019,1,1,1,319.9,1,7,43,2.8,Michael Kroeker,703.0,1,3.1,0,0.0,0.0,0.0,0,0,0,3.1
202,202,Modern Data Analysis Masterclass in Pandas and Python,2045,185,4,6.2021,1,1,1,349.9,1,11,176,20.8,"Dr. Ryan Ahmed, Ph.D., MBA",319855.0,46,4.5,1,2230572.0,104.0,4.6,0,0,0,4.6
203,203,Advanced Data Science Techniques in SPSS,25235,180,1,12.202,1,1,1,279.9,1,14,87,6.683333333333334,Bogdan Anastasiei,297161.0,14,4.5,0,0.0,0.0,0.0,0,0,0,4.9
204,204,Complete Machine Learning & Data Science with Python | A-Z,17794,180,1,1.2023,1,1,1,349.9,1,16,52,9.416666666666666,Oak Academy,275303.0,256,4.5,0,0.0,0.0,0.0,1,0,0,4.7
205,205,Jetson Nano Boot Camp,724,179,1,5.2022,1,1,1,105.9,1,14,91,6.0,Yılmaz Alaca,9144.0,16,4.6,0,0.0,0.0,0.0,0,0,0,4.7
206,206,Complete Python for data science and cloud computing,1362,178,1,9.2018,1,1,1,349.9,1,7,361,48.81666666666667,Datagist INC,3673.0,4,3.9,0,0.0,0.0,0.0,0,0,0,3.6
207,207,Machine Learning & Training Neural Network in MATLAB,7484,177,1,4.2018,1,1,0,89.9,1,6,6,1.4833333333333334,Sarthak Mishra,8057.0,1,2.8,0,0.0,0.0,0.0,0,0,0,2.8
208,208,Question Generation using Natural Language processing,664,179,1,3.2022,1,1,0,123.9,0,8,38,5.5,Ramsri Golla,676.0,2,4.5,0,0.0,0.0,0.0,0,0,0,4.6
209,209,Machine Learning 2022: Complete Maths for Machine Learning,920,179,2,4.2022,1,1,1,179.9,1,4,25,2.4333333333333336,Jitesh Khurkhuriya,55900.0,5,4.5,1,55477.0,4.0,4.5,0,0,0,4.3
210,210,Mastering OCR using Deep Learning and OpenCV-Python,815,176,2,6.2021,1,1,1,105.9,1,9,27,2.5833333333333335,Pankaj Kang,815.0,1,4.0,1,815.0,1.0,4.0,1,0,0,4.0
211,211,2023 Machine Learning (with Vertex AI and 2-Hour Test),16480,176,1,1.2023,1,1,1,159.9,1,7,50,7.033333333333333,SeaportAi .,101934.0,27,4.1,0,0.0,0.0,0.0,1,0,1,3.5
212,212,Artificial Intelligence Introduction for Non-Technicals,527,175,1,7.202,1,1,1,69.9,1,8,14,3.3,Sudhanshu Saxena,6875.0,3,4.5,0,0.0,0.0,0.0,0,0,0,4.2
213,213,R Programming:For Data Science With Real Exercises,52639,175,1,4.202,1,1,1,299.9,1,6,27,4.883333333333333,Zulqarnain Hayat,182045.0,28,4.0,0,0.0,0.0,0.0,0,0,0,3.9
214,214,Artificial Intelligence and Predictive Analysis,62491,175,1,12.2018,1,1,1,349.9,1,11,59,6.35,EDUCBA Bridging the Gap,252615.0,152,4.0,0,0.0,0.0,0.0,0,0,0,4.1
215,215,Data Science A-Z : Machine Learning with Python & R,680,174,1,3.202,1,1,1,89.9,1,20,90,12.3,Arpan Gupta,924.0,5,3.8,0,0.0,0.0,0.0,1,0,0,4.0
216,216,Introduction to Artificial Intelligence: AI for beginners,6409,173,1,10.2019,1,1,1,349.9,1,5,13,1.3333333333333333,Nikoloz Sanakoevi,65395.0,10,3.7,0,0.0,0.0,0.0,0,0,0,3.8
217,217,Machine Learning and Statistical Modeling with R Examples,2279,173,1,9.2016,1,1,1,199.9,1,5,23,2.3666666666666667,R-Tutorials Training,265469.0,24,4.4,0,0.0,0.0,0.0,1,0,0,4.4
218,218,Data science and Data preparation with KNIME,1325,174,1,12.2022,1,1,1,349.9,1,2,27,4.35,Dan We,81901.0,63,4.5,0,0.0,0.0,0.0,0,0,0,4.4
219,219,Sentiment Analysis with NLP using Python and Flask,23756,177,1,1.2021,1,1,0,179.9,1,6,16,1.4166666666666667,Yaswanth Sai Palaghat,168138.0,8,3.9,0,0.0,0.0,0.0,0,0,0,3.4
220,220,100+ Exercises - Python - Data Science - NumPy - 2022,53568,170,2,10.2022,1,1,1,69.9,1,15,114,0.75,Paweł Krakowiak,247701.0,86,4.5,1,250005.0,20.0,4.5,0,1,0,4.6
221,221,"The Complete Machine Learning 2020|Python, Math|Dummy To Pro",1385,169,2,11.2019,1,1,1,349.9,1,22,174,24.883333333333333,SkyHub Academy,1385.0,1,4.6,1,4957.0,4.0,4.2,1,0,0,4.6
222,222,Learning Path: R: Complete Machine Learning & Deep Learning,1503,168,1,6.2017,1,1,1,349.9,1,3,213,17.6,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,4.4
223,223,Build Your Own Chatbot in Python,16777,168,1,4.2021,1,1,1,69.9,1,6,11,1.9833333333333334,Kumar Rajmani Bapat,62741.0,8,3.6,0,0.0,0.0,0.0,1,0,0,2.4
224,224,Artificial Intelligence III - Deep Learning in Java,2797,166,1,12.2021,1,1,1,349.9,1,11,46,4.15,Holczer Balazs,257832.0,34,4.5,0,0.0,0.0,0.0,1,0,0,4.7
225,225,Python for Data Analysis: step-by-step with projects,897,172,1,10.2022,1,1,1,123.9,1,13,65,10.983333333333333,Lianne and Justin (Just into Data),2007.0,2,4.6,0,0.0,0.0,0.0,1,0,0,4.7
226,226,Computer Vision - OCR using Python,822,168,1,1.2023,1,1,1,349.9,1,10,74,6.333333333333333,Vineeta Vashistha,1606.0,6,4.3,0,0.0,0.0,0.0,1,0,0,4.0
227,227,Build 75 Powerful Data Science & Machine Learning Projects,2691,169,1,3.2022,1,1,1,69.9,1,76,555,73.6,Pianalytix .,66704.0,18,4.3,0,0.0,0.0,0.0,0,0,0,4.1
228,228,"Introduction to AI, Machine Learning and Python basics",4417,166,1,10.2021,1,1,1,259.9,1,5,21,2.6166666666666667,Timur Kazantsev,28376.0,24,4.4,0,0.0,0.0,0.0,0,0,0,4.4
229,229,"Artificial Intelligence with Machine Learning, Deep Learning",702,167,1,1.2023,1,1,1,699.9,1,12,42,6.25,Oak Academy,275303.0,256,4.5,0,0.0,0.0,0.0,1,0,0,4.4
230,230,Data Science with R - Beginners,16284,163,1,12.2018,1,1,1,349.9,1,8,56,5.783333333333333,eduCode Forum,80246.0,8,3.5,0,0.0,0.0,0.0,0,0,0,3.5
231,231,R Programming Complete Certification Training,14369,162,1,7.202,1,1,1,349.9,1,18,39,20.75,Uplatz Training,384700.0,162,3.6,0,0.0,0.0,0.0,0,0,0,3.6
232,232,NLTK: Build Document Classifier & Spell Checker with Python,855,161,2,2.2019,1,1,1,179.9,1,10,46,5.283333333333333,GoTrained Academy,73754.0,9,3.9,1,6950.0,2.0,3.7,1,0,0,3.7
233,233,"Beginning with Machine Learning, Data Science and Python",7928,161,1,7.2018,1,1,1,89.9,1,6,49,3.6333333333333333,UNP United Network of Professionals,25549.0,2,4.6,0,0.0,0.0,0.0,1,0,0,4.4
234,234,Python for Data Science and Data Analysis,760,163,2,1.2023,1,1,4,349.9,1,14,156,16.25,AI Sciences,43905.0,23,4.3,1,24008.0,23.0,4.3,0,0,0,4.2
235,235,Accelerate Deep Learning on Raspberry Pi,1334,161,2,12.2019,1,1,1,349.9,1,6,25,1.9666666666666668,Augmented Startups,56334.0,22,3.8,1,1588.0,2.0,3.3,0,0,0,3.4
236,236,Deep Learning Bootcamp with 5 Capstone Projects,19003,162,1,3.2022,1,1,1,69.9,1,10,95,6.55,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,1,0,0,4.8
237,237,Neural Networks With MATLAB: Programming For Beginners,9172,158,1,3.202,1,1,1,105.9,1,5,13,0.5333333333333333,Karthik K,39759.0,13,4.3,0,0.0,0.0,0.0,1,0,1,4.0
238,238,Intelligently Extract Text & Data from Document with OCR NER,1286,162,2,11.2022,1,1,1,539.9,1,11,88,7.283333333333333,Gusksra R,81516.0,13,4.4,1,81563.0,16.0,4.4,0,0,0,4.5
239,239,Real Life Machine Learning and Data Science Projects,1412,159,1,10.2022,1,1,1,69.9,1,8,64,2.5833333333333335,Sheik Jamil Ahmed,1412.0,1,4.4,0,0.0,0.0,0.0,0,0,0,4.4
240,240,A to Z (NLP) Machine Learning Model building and Deployment.,13919,155,1,11.202,1,1,1,209.9,1,6,28,4.383333333333334,Mohammed Rijwan,13919.0,1,4.1,0,0.0,0.0,0.0,1,0,0,4.1
241,241,Keras: Deep Learning in Python,1063,154,1,7.2017,1,1,1,69.9,1,7,39,10.066666666666666,Francisco Juretig,24329.0,9,3.8,0,0.0,0.0,0.0,1,0,0,4.0
242,242,Natural Language Processing (NLP) with Python and NLTK,1204,154,1,7.2019,1,1,1,69.9,1,7,48,7.233333333333333,CARLOS QUIROS,10326.0,7,4.0,0,0.0,0.0,0.0,0,0,0,4.4
243,243,Introduction to Python For Data Science 2021,12578,154,1,8.202,1,1,1,69.9,1,6,44,1.15,Eftekher Husain,23018.0,2,4.0,0,0.0,0.0,0.0,1,0,0,4.2
244,244,Data Science:Hands-on Diabetes Prediction with Pyspark MLlib,11834,153,1,9.202,1,1,1,69.9,1,6,6,0.7666666666666667,School of Disruptive Innovation,42382.0,14,4.1,0,0.0,0.0,0.0,0,0,0,3.7
245,245,No-Code Machine Learning Using Amazon AWS SageMaker Canvas,32102,157,1,12.2021,1,1,1,105.9,1,12,26,1.3333333333333333,Prince Patni,201332.0,31,4.1,0,0.0,0.0,0.0,0,0,0,4.4
246,246,Calculus - Mathematics for Data Science - Machine Learning,2324,151,1,1.2023,1,1,1,349.9,1,16,106,10.05,Manifold AI Learning ®,19197.0,7,4.4,0,0.0,0.0,0.0,1,0,0,4.5
247,247,Computer Vision In Python! Face Detection & Image Processing,16880,150,2,11.2022,1,1,0,349.9,1,9,61,10.966666666666667,Emenwa Global,144846.0,32,4.0,1,153256.0,63.0,4.0,0,0,0,4.2
248,248,Apache Spark 2.0 + Scala : DO Big Data Analytics & ML,1204,150,1,1.2017,1,1,1,69.9,1,8,59,7.5,"V2 Maestros, LLC",76518.0,7,4.2,0,0.0,0.0,0.0,1,0,0,3.8
249,249,Data Science: Beginners Guide to the Command Line,8042,150,1,10.2017,1,1,1,123.9,1,4,32,1.35,Ben Weinstein,8042.0,1,3.8,0,0.0,0.0,0.0,0,0,0,3.8
250,250,The Visual Guide on How Neural Networks Learn from Data,3208,147,1,8.202,1,1,1,329.9,1,8,56,2.783333333333333,Mauricio Maroto,11660.0,4,4.4,0,0.0,0.0,0.0,1,0,0,4.6
251,251,How to easily use ANN for prediction mapping using GIS data?,714,148,1,2.2022,1,1,1,349.9,1,10,39,7.266666666666667,Dr. Omar AlThuwaynee,2132.0,6,4.2,0,0.0,0.0,0.0,0,0,0,4.2
252,252,Artificial Intelligence IV - Reinforcement Learning in Java,1717,145,1,12.2021,1,1,1,349.9,1,9,39,3.033333333333333,Holczer Balazs,257832.0,34,4.5,0,0.0,0.0,0.0,1,0,0,4.2
253,253,Data Science Project Planning,848,149,1,11.202,1,1,1,69.9,1,7,56,4.866666666666667,Gopinath Ramakrishnan,23592.0,2,4.5,0,0.0,0.0,0.0,1,0,0,4.7
254,254,Learn Basic Data science and Python Libraries,36012,145,1,11.202,1,1,0,69.9,1,3,9,2.5,Akbar Khan,36012.0,1,2.5,0,0.0,0.0,0.0,0,0,0,2.5
255,255,Machine Learning and Deep Learning using Tensor Flow & Keras,1933,144,1,6.2018,1,1,1,69.9,1,15,99,11.05,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)",4580.0,16,2.8,0,0.0,0.0,0.0,0,0,0,2.8
