,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
838,Introduction To Data Science Using R Programming,104,22,2,12.2018,English,1,1,139.9,1,7,55,6h 59m,Eduonix Learning Solutions,"1,250,596",237,3.9,Eduonix-Tech .,"1,225,198",170,3.9,0,0,0,3.8
839,Artificial Intelligence #7 : Genetic Algorithm Optimization,"1,557",22,1,11.2018,English,1,1,259.9,1,5,18,1h 15m,Sobhan N.,"22,210",15,3.4,,,,,0,0,0,2.2
840,Recommendation system Real World Projects using Python,"1,839",22,1,12.2022,English,1,1,69.9,1,11,36,4h 28m,Shan Singh,"285,639",21,4.3,,,,,0,0,0,4.5
841,Beginning Machine Learning with AWS,120,22,1,1.2019,English,1,1,349.9,1,6,36,2h 22m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,3.2
842,Keras Deep Learning Python Crash Course: Learn Keras Today!,123,21,2,8.2018,English,1,1,349.9,1,7,17,1h 51m,The Startup Central Co.,"69,446",36,3.9,Md. Mushahidul Islam Shamim,123,1,3.5,0,0,0,3.5
843,Learn How To Extract Web Data with Python and Beautiful Soup,"3,514",21,1,6.2021,English,1,1,69.9,1,2,16,1h 29m,Bluelime Learning Solutions,"745,992",437,4.1,,,,,0,0,0,4.3
844,Scrape the Planet! Building Web Scrapers with Python,292,21,1,11.2021,English,1,1,69.9,1,6,28,10h 26m,Mitchell Edwards,292,1,4.2,,,,,0,0,0,4.2
845,"NumPy, Pandas, Matplotlib in Python using Amazon SageMaker",257,22,1,3.2021,English,1,1,69.9,1,3,28,12h 23m,Rajeshwar Reddy Konkisa,"1,610",3,4,,,,,0,0,0,4
846,Azure Machine Learning &  MLOps : Beginner to Advance,467,24,1,10.2022,English,1,1,459.9,1,2,39,17h 40m,Mohammad Ghodratigohar (MG),467,1,4.5,,,,,0,0,0,4.5
847,Mastering Keras,108,21,1,2.202,English,1,1,349.9,1,7,31,5h 17m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,4.5
848,Real-World Data Science with Spark 2,336,21,1,4.2017,English,1,1,349.9,1,15,55,5h 35m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,4
849,"Introduction to Big Data, AI and IoMT in Healthcare",79,21,1,12.2021,English,1,1,459.9,1,8,30,1h 38m,Dr Kevin Yap,133,4,4.2,,,,,1,0,0,4.1
850,Professional Certificate in Data Engineering,156,21,1,2.2021,English,1,1,69.9,1,6,62,12h 28m,Academy of Computing & Artificial Intelligence,"169,329",19,4,,,,,0,0,0,4.2
851,A Tutorial on Speaker Diarization,152,21,2,7.2022,English,1,1,699.9,1,5,16,3h 26m,Quan Wang,601,2,4,Chao Zhang,152,1,3.8,1,0,0,3.8
852,Machine Learning Bootcamp™: Hand-On Python in Data Science,"2,936",21,1,4.202,English,1,1,459.9,0,15,86,17h 44m,Apex Education,"44,594",15,3.8,,,,,0,0,0,3
853,PySpark for Data Science - Intermediate,"20,423",21,1,7.2021,English,1,1,349.9,1,4,16,2h 9m,Exam Turf,"137,454",30,4,,,,,0,0,0,4.1
854,Credit Default Prediction using Logistic Regression,"7,049",21,1,6.2021,English,1,1,349.9,1,5,19,2h 47m,Exam Turf,"137,454",30,4,,,,,0,0,0,3.2
855,Numpy Pandas in Python 2023 from Scratch by  Doing.,"12,027",22,1,12.2022,English,1,1,69.9,1,9,52,6h 0m,Temotec Learning Academy,"336,710",14,3.7,,,,,0,0,0,4
856,Machine Learning Projects for Healthcare,315,22,1,8.2021,English,1,1,69.9,1,3,37,3h 40m,Rajeshwar Reddy Konkisa,"1,610",3,4,,,,,0,0,0,4.5
857,Deep Learning using Keras - Complete & Compact Dummies Guide,"2,164",21,1,8.2021,English,1,0,449.9,1,62,81,9h 30m,Abhilash Nelson,"42,953",21,4.3,,,,,0,0,0,4
858,Introduction to Statistics in R - A Practical Approach,125,20,1,11.202,English,1,1,105.9,1,13,142,4h 46m,Estefania Cassingena Navone,"19,368",12,4.6,,,,,1,0,1,4.4
859,Clean Machine Learning Code,189,21,1,2.2021,English,1,1,349.9,1,7,149,5h 4m,"Moussa Taifi, Ph.D.",189,1,3.7,,,,,1,0,0,3.7
860,LEARNING PATH: Python: Advanced Machine Learning with Python,162,20,1,2.2018,English,1,1,349.9,1,2,71,7h 52m,Packt Publishing,"408,556","1,058",3.9,,,,,0,0,0,3.7
861,GPT-3 : A Full Guide,67,22,1,6.2021,English,1,0,349.9,0,4,25,1h 55m,Vincent Terrasi,67,1,4,,,,,1,0,0,4
862,Develop Recommendation Engine with PYTHON 2023,"3,544",20,1,10.2022,English,1,1,69.9,1,9,25,1h 47m,Pranjal Srivastava,"121,690",79,3.6,,,,,1,0,0,3.7
863,R for Python Data Science: Learn Data Manipulation with R,226,20,2,1.2023,English,1,1,349.9,1,11,34,4h 7m,Oak Academy,"275,303",256,4.5,Ali̇ CAVDAR,"48,095",17,4.6,1,0,0,4.7
864,Real-World Machine Learning Projects with Scikit-Learn,126,20,1,9.2018,English,1,1,349.9,1,5,26,2h 34m,Packt Publishing,"408,556","1,058",3.9,,,,,0,0,0,3.7
865,ML Ops: Beginner,223,20,1,4.2022,English,1,1,105.9,1,6,24,3h 34m,Mark Dabler,223,1,3.8,,,,,0,0,0,3.8
866,Python Data Science And Machine Learning,58,20,1,2.2022,English,1,1,679.9,1,4,137,11h 47m,Shivam Rajput,58,1,4.3,,,,,0,0,0,4.3
867,Machine Learning with R Programming ,95,20,1,2.2016,English,1,0,319.9,1,8,42,2h 7m,Easylearning guru,"11,053",13,3.5,,,,,0,0,0,3.6
868,Statistical Modeling for Data science,141,19,1,1.202,English,1,0,349.9,1,4,17,1h 14m,TechNet Consultancy,404,3,3.4,,,,,0,0,1,3.9
869,Deep Learning:Deep Neural Network for Beginners Using Python,63,19,2,1.2023,English,1,1,699.9,1,5,92,6h 16m,AI Sciences,"43,905",23,4.3,AI Sciences Team,"24,012",23,4.3,0,0,0,3.9
870,Essential Data Science: Database and ETL With Python,92,20,1,9.2022,English,1,0,89.9,1,5,25,1h 34m,Agus Kurniawan,"2,284",28,3.9,,,,,0,0,0,3.6
871,Data Wrangling with Python,88,20,1,4.2019,English,1,1,349.9,1,8,41,3h 18m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,3.8
872,AI Academy #3: Learn Artificial Neural Networks from A-Z,"2,112",19,1,1.2019,English,1,1,349.9,1,8,46,4h 29m,Sobhan N.,"22,210",15,3.4,,,,,1,0,0,3.8
873,A Comprehensive Course on GIS Development (Part 1 The Tools),185,19,1,12.2022,English,1,1,699.9,1,5,120,20h 57m,ObaidiPedia Obaidi,"7,260",2,4.5,,,,,1,0,0,4.5
874,Learn Data Science and Machine Learning on Microsoft Azure,"3,864",19,2,5.2022,English,1,1,69.9,1,9,24,1h 58m,Harshit Srivastava,"148,659",117,3.8,Pranjal Srivastava,"121,690",79,3.6,0,0,0,4.5
875,Complete NumPy course - Data Science in Python,77,19,1,8.2022,English,1,1,349.9,1,2,14,1h 43m,Escape Velocity Labs,"6,090",11,4.6,,,,,0,0,0,4.7
876,Python Real World Data Science Mega Project: Car Buyer App,270,19,1,12.202,English,1,1,639.9,0,7,52,7h 31m,Tarkan A Guner,"26,820",5,4.1,,,,,0,0,0,4.5
877,Machine Learning Full Course with 4 LIVE SOFWARE Project,"5,235",19,1,2.2022,English,1,1,69.9,1,1,11,6h 24m,Sunand Sharma,"7,087",2,4,,,,,0,0,0,3.7
878,Exploratory Data Analysis with R,101,19,1,1.202,English,1,1,349.9,1,7,37,4h 42m,Packt Publishing,"408,556","1,058",3.9,,,,,0,0,0,4.2
879,Mastering Unsupervised Learning with Python,210,19,1,8.2018,English,1,1,349.9,1,3,23,3h 52m,Packt Publishing,"408,556","1,058",3.9,,,,,0,0,0,3.5
880,Practical Python Wavelet Transforms (I): Fundamentals,"2,265",19,1,4.2022,English,1,1,69.9,1,4,18,2h 9m,Dr. Shouke Wei,"2,563",5,4.1,,,,,0,0,0,4.1
881,Practical Machine Learning with Python,322,19,1,10.202,English,1,1,69.9,1,10,164,12h 24m,Arunachala Damodar,"27,252",3,4.5,,,,,0,0,0,4.4
882,Statistics & Probability for Data Science - 25+ Projects,250,19,1,1.2023,English,1,1,699.9,1,7,128,20h 5m,Manifold AI Learning ®,"19,197",7,4.4,,,,,0,0,0,4.6
883,Climate Change Economics using Data Science,57,18,1,1.2023,English,1,0,179.9,1,11,23,4h 29m,Dr. Giannelos,"3,202",18,4.9,,,,,0,0,0,4.9
884,Master Deep Learning using Case Studies : Beginner-Advance,264,18,1,12.202,English,1,1,349.9,1,24,243,34h 23m,Geekshub Pvt Ltd,"4,059",5,4.3,,,,,0,0,0,4.4
885,Build a Web Scraper with Python,92,18,1,7.2021,English,1,1,349.9,1,2,35,2h 40m,Mustafa Alawi,"6,002",265,4.1,,,,,1,0,0,4
886,Making sense of your gene expression data with Cytoscape,346,18,1,8.2022,English,1,1,69.9,1,6,14,48m total,"Melinda Barkhuizen, PhD, PMP",945,3,4.1,,,,,1,0,0,4.1
887,Reinforcement Learning with R: Algorithms-Agents-Environment,88,18,1,3.2019,English,1,1,349.9,1,3,47,6h 14m,Packt Publishing,"408,556","1,058",3.9,,,,,0,0,0,3.9
888,Breaking into Data Science & Machine Learning with Python,379,19,1,10.2022,English,1,1,69.9,1,16,110,22h 15m,Dr. KM Mohsin,379,1,4.9,,,,,0,0,0,4.9
889,Octave for Data Scientists,133,18,1,3.2019,English,1,1,349.9,1,2,57,6h 25m,eduCode Forum,"80,246",8,3.5,,,,,0,0,0,4
890,Spark Machine Learning Project (House Sale Price Prediction),115,18,1,11.2022,English,1,1,69.9,1,3,15,1h 23m,Bigdata Engineer,"62,633",23,3.9,,,,,0,0,0,4.3
891,Natural Language Processing Fundamentals,114,18,1,6.2019,English,1,1,349.9,1,8,48,6h 6m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,4.1
892,Natural Language Processing From First Principles,238,18,1,6.2021,English,1,1,349.9,1,4,25,3h 13m,Phil Tabor,"5,819",4,4.6,,,,,0,0,0,4.4
893,Natural Language Processing Masterclass with Python,"3,799",18,2,8.2021,English,1,1,319.9,1,5,29,3h 15m,HotCubator Academy,"7,492",11,4.1,Dr. Sayem Hossain,"9,257",14,4,0,0,0,4.5
894,Data Analysis with Polars,123,23,1,1.2023,English,1,1,89.9,1,8,63,1h 37m,Liam Brannigan,123,1,4.6,,,,,1,0,0,4.6
895,YOLO v4 and TF 2.0,137,18,1,11.202,English,1,0,105.9,1,10,10,1h 22m,Nandakishor M,213,1,3.9,,,,,0,0,0,3.9
896,TensorFlow: Artificial Intelligence with TensorFlow: 3-in-1,138,18,1,7.2018,English,1,1,349.9,1,3,61,9h 2m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,3.7
897,Learn Machine Learning Maths Behind,"3,248",18,1,8.2018,English,1,1,349.9,1,2,31,3h 29m,CS PRO,"17,279",6,3.9,,,,,1,0,0,4
898,Data Science Projects - Data Analysis & Machine Learning,"8,137",20,1,1.2023,English,1,1,69.9,1,6,19,1h 22m,Onur Baltacı,"29,544",9,4.4,,,,,0,0,0,4.3
899,Apache Spark and Scala for Cassandra Professionals,212,18,1,11.2021,English,1,1,105.9,0,7,30,4h 5m,Sarma Pydipally,"3,710",4,4.6,,,,,0,0,0,4.8
900,A Practical Introduction to  Statistical Machine Translation,73,17,1,3.2018,English,1,0,349.9,1,4,21,3h 23m,Saatviga Sudhahar,73,1,2.8,,,,,0,0,0,2.8
901,Data Science Projects with Python,137,17,1,7.202,English,1,1,349.9,1,6,63,6h 38m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,4.6
902,Azure Databricks - Build data engineering and AI/ML pipeline,101,17,1,3.2022,English,1,1,105.9,1,12,49,3h 44m,Data chef,175,2,3,,,,,0,0,0,2.6
903,Deep Learning Fundamentals,"5,030",17,1,6.2022,English,1,1,349.9,1,7,60,5h 56m,Takuma Kimura,"20,578",3,4.4,,,,,0,0,0,4.8
904,Python for Natural Language Processing (NLP),"2,018",17,1,1.2023,English,1,1,69.9,1,12,36,3h 24m,Onur Baltacı,"29,544",9,4.4,,,,,0,0,0,4.3
905,Machine Learning for beginners,77,17,1,1.2018,English,1,0,69.9,1,2,7,59m total,Uditha Sampath Bandara,"16,589",1,4.3,,,,,0,0,0,4.3
906,Python for Computer Vision: Object (Traffic Sign) Detection,103,17,1,11.2021,English,1,1,89.9,1,4,16,2h 26m,Ibrahim Delibasoglu,"4,524",5,3.7,,,,,0,0,0,3.7
907,Building your own Neural Network from Scratch with Python,"2,593",18,1,3.2022,English,1,1,69.9,1,5,50,12h 31m,Neuralearn Dot AI,"9,564",5,4.4,,,,,0,0,0,5
908,Power Your Business with Artificial Intelligence,108,17,1,9.2018,English,1,1,349.9,1,7,54,4h 43m,Ken McGuire,108,1,4,,,,,0,0,0,4
909,Data Science Cybersecuity Implementation,128,17,1,3.2019,English,1,1,123.9,1,2,20,1h 36m,Amine Mehablia,167,2,4.3,,,,,0,0,0,3.9
910,"Computer Vision with Deep Learning, OpenCV, YOLO, ResNet50",52,17,1,12.2022,English,1,1,459.9,1,16,76,3h 46m,Vineeta Vashistha,"1,606",6,4.3,,,,,1,0,0,4.5
911,AWS Certified Machine Learning – Specialty,92,18,1,9.202,English,1,1,349.9,1,7,29,1h 45m,Awser Tribe,92,1,4.5,,,,,0,0,0,4.5
912,Learn Machine Learning with Weka,592,17,1,12.2018,English,1,0,349.9,1,1,22,1h 17m,Goh Ming Hui,"13,989",28,3.1,,,,,0,0,0,2.7
913,Data Structures and Algorithms: From Zero to Hero,121,17,1,6.2022,English,1,1,699.9,1,14,55,7h 18m,Donald Ohara,121,1,3.7,,,,,0,0,0,3.7
914,The Ultimate Kafka Streams (3.x) : Real-time Data Processing,137,19,1,10.2022,English,1,1,69.9,1,7,87,7h 31m,Alexander Wong,"4,245",6,4.7,,,,,0,0,0,4.9
915,Machine Learning Deployment For Professionals,233,17,1,4.2022,English,1,1,179.9,1,5,46,6h 32m,Eduonix Learning Solutions,"1,250,606",237,3.9,,,,,1,0,0,4.2
916,Data Management for Retail Dataset using Python and Pandas,"17,404",16,1,7.2021,English,1,1,349.9,1,2,19,3h 46m,Exam Turf,"137,454",30,4,,,,,0,0,0,4.1
917,Python Data Visualization using Seaborn – Intermediate,"11,135",16,1,7.2021,English,1,1,349.9,1,3,9,1h 12m,Exam Turf,"137,454",30,4,,,,,0,0,0,4
918,Advanced Predictive Techniques with Scikit-Learn& TensorFlow,137,16,1,12.2017,English,1,1,349.9,1,5,18,3h 44m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,4.3
919,Sprint the Data Science Interview,101,16,1,12.2018,English,1,0,89.9,1,9,66,1h 13m,Muni Kumar Gopu V R,"2,429",2,3.9,,,,,0,0,0,3.9
920,Machine Learning with Python,114,16,1,5.2017,English,1,1,349.9,1,8,49,5h 17m,Stone River eLearning,"858,397",261,4.3,,,,,0,0,0,3.5
921,"Hands-On Machine Learning: Learn TensorFlow, Python, & Java!",257,16,2,1.2019,English,1,1,349.9,1,8,62,8h 31m,Mammoth Interactive,"381,289",275,4.3,John Bura,"519,351",304,4.3,0,0,0,4.2
922,Fundamentals of Python for Data Mining,"2,249",16,1,6.2018,English,1,0,349.9,1,1,13,2h 51m,Goh Ming Hui,"13,989",28,3.1,,,,,0,0,0,3.3
923,Artificial Intelligence-Computational Intelligence in Python,83,16,1,1.2022,English,1,1,105.9,1,5,33,3h 32m,Dr. Manish Kakar,83,1,4.1,,,,,0,0,0,4.2
924,Machine Learning With TensorFlow: The Practical Guide,666,16,2,1.2019,English,1,1,209.9,1,6,41,6h 23m,Eduonix Learning Solutions,"1,250,606",237,3.9,Eduonix-Tech .,"1,225,208",170,3.9,1,0,0,3.8
925,Level up your career by developing AI Model using TensorFlow,47,17,1,1.2023,English,1,1,539.9,1,14,56,5h 10m,comfiny .,"6,954",7,4.2,,,,,0,0,0,4.2
926,Artificial Intelligence #5: MLP Networks with Scikit & Keras,"1,716",16,1,10.2019,English,1,1,329.9,1,3,22,2h 27m,Sobhan N.,"22,210",15,3.4,,,,,0,0,0,4.1
927,OpenCV with Python (Computer Vision),73,17,2,11.2022,English,1,1,69.9,1,10,36,4h 6m,Pooja Dhouchak,73,1,4.8,FatheVision AI,73,1,4.8,0,0,0,4.8
928,Machine Learning with Python Basics (For Beginners),69,16,1,11.2022,English,1,0,69.9,1,5,51,5h 58m,Mohamed Gamal,"1,372",17,4.6,,,,,0,0,0,4.7
929,The definitive intro to big data science,158,16,1,7.2022,English,1,1,299.9,1,10,57,7h 17m,Erik Tromp,214,2,4.9,,,,,0,0,0,5
930,Artificial Intelligence #3:kNN & Bayes Classification method,"1,901",16,1,12.2017,English,1,1,329.9,1,3,20,1h 57m,Sobhan N.,"22,210",15,3.4,,,,,0,0,0,2.8
931,Azure Machine Learning in the cloud without coding,172,16,1,6.2022,English,1,1,349.9,1,1,17,2h 24m,Dan We,"81,904",63,4.5,,,,,0,0,0,4.3
932,Genetic Algorithm: A to Z with Combinatorial Problems,181,16,1,8.2022,English,1,1,319.9,1,9,97,12h 9m,Dr. Reza Moghdani,342,2,4.7,,,,,0,0,0,4.7
933,Word2Vec: Build Semantic Recommender System with TensorFlow,156,16,2,12.2018,English,1,1,179.9,1,5,14,1h 55m,GoTrained Academy,"73,754",9,3.9,Iman Nazari,156,1,2.9,1,0,0,2.9
934,Learn To Gain Writing Skills Using Artificial Intelligence,"2,685",16,1,1.202,English,1,1,69.9,1,1,12,1h 5m,Dr. Dheeraj Mehrotra,"204,239",449,3.5,,,,,0,0,0,4.1
935,Data Science 2022:  Data Preprocessing & Feature Engineering,150,17,1,1.2022,English,1,1,69.9,1,10,35,6h 9m,Anupam Khare,150,1,4.8,,,,,0,0,0,4.8
936,Master Internet of Things - IoT |Step-by-Step Guide for 2022,"2,605",16,1,8.2022,English,1,1,69.9,1,12,141,8h 40m,R Tutor,"28,969",57,3.8,,,,,0,0,1,3.7
937,Doing more with Python Numpy,100,16,1,12.2022,English,1,1,105.9,1,5,33,4h 17m,Gaurav Singh,"2,877",3,4.4,,,,,1,0,0,4.4
938,Introductory PYTHON for Data Science with Exercises and Quiz,"1,108",16,1,12.2021,English,1,1,69.9,1,5,18,2h 26m,Biplov Jha,"31,627",6,4.4,,,,,1,1,0,4.8
939,"Machine Learning: Random Forest, Adaboost & Decision Tree","3,002",16,2,9.2019,English,1,1,459.9,0,3,22,2h 57m,Teach Apex,"88,244",8,4,Teach Apex Pro,"14,697",4,3.8,0,0,0,3.8
940,Deep Learning with Caffe 2 - Hands On!,93,16,1,2.2019,English,1,1,349.9,1,2,59,3h 54m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,3.4
941,Time Series Analysis with Python 3.x,68,16,1,1.202,English,1,1,349.9,1,5,24,3h 23m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,3.6
942,Data mining with Rattle,89,15,1,3.2021,English,1,1,105.9,1,12,22,1h 59m,Dr. S. Gomathi,89,1,4.8,,,,,0,0,0,4.8
943,Demystifying Word Embeddings with fastText and ML,"1,533",15,1,12.2019,English,1,1,69.9,1,4,18,1h 7m,Evergreen Technologies,"15,041",55,3.5,,,,,0,0,0,2.9
944,NeuroEvolution of Augmenting Topologies NEAT Neural Networks,376,16,1,3.2022,English,1,0,69.9,1,3,8,47m total,Ethan Kane,376,1,4.5,,,,,0,0,0,4.5
945,Computer Vision and Deep Learning A-Z: Opencv Pytorch python,"1,021",15,1,2.2022,English,1,1,259.9,1,5,15,1h 0m,Amar Jeet Kushwaha,"1,021",1,3.2,,,,,0,0,0,3.2
946,Developing Data Science Projects With Google Colab,"1,822",15,1,12.2021,English,1,1,69.9,1,1,9,53m total,Nawas Naziru Adam,"2,405",2,3.4,,,,,1,0,0,3.3
947,Machine Learning: Data Analysis 2017,138,15,1,8.2017,English,1,1,349.9,1,7,20,3h 11m,"EDULearning Academy, Inc","6,091",1,3.1,,,,,0,0,0,3.1
948,Master Azure Databricks,137,17,1,10.2022,English,1,1,159.9,1,14,142,12h 24m,A. K Kumar,"2,522",6,4.1,,,,,0,0,0,4.2
949,Machine Learning using R and Python,136,15,1,3.2019,English,1,1,349.9,1,1,83,69h 40m,DATAhill Solutions Srinivas Reddy,"134,323",11,3.8,,,,,0,0,0,3
950,Natural Language Processing - Basic to Advance using Python,136,15,1,2.2022,English,1,0,89.9,1,4,53,7h 10m,Shiv Onkar Deepak Kumar,"1,529",7,3.7,,,,,0,0,0,3.5
951,Learn Advance Data Visualization with R,146,15,1,1.2016,English,1,1,105.9,1,6,50,2h 35m,Easylearning guru,"11,053",13,3.5,,,,,0,0,0,3.9
952,Python Data Visualization using Seaborn – Advanced,"11,386",15,1,7.2021,English,1,1,349.9,1,3,10,1h 35m,Exam Turf,"137,454",30,4,,,,,0,0,0,4.9
953,Python: Build Machine Learning Models in 6 Hours,110,15,1,11.2018,English,1,1,349.9,1,2,46,5h 40m,Packt Publishing,"408,556","1,058",3.9,,,,,1,0,0,3.9
954,DP-100 Azure Data Scientist Associate Complete Exam Guide,227,22,1,11.2022,English,1,1,699.9,1,9,96,8h 38m,Henry Habib,"79,887",13,4.5,,,,,0,0,1,4.4
955,Excel Power Query and M,257,15,2,8.2022,English,1,1,699.9,1,21,78,8h 25m,Mammoth Interactive,"381,289",275,4.3,John Bura,"519,351",304,4.3,0,0,0,4.3
956,Introduction to Database and Database Management System.,40,15,1,11.2021,English,1,1,299.9,1,1,5,1h 26m,Dr. Patrick Patrick,49,3,3.6,,,,,0,0,0,3.5
957,Identify Problems with Artificial Intelligence - Case Study,181,15,1,5.2021,English,1,11,349.9,1,8,34,3h 24m,Vladimir Zhbanko,"10,478",12,4.1,,,,,1,0,0,4.8
958,Learn the Normal or Gaussian distribution in statistics,176,15,1,11.2013,English,1,1,89.9,1,6,18,1h 27m,Luc Zio,"3,337",7,4.3,,,,,1,0,0,4.6
959,Starting a Career in Data Science 101,"1,502",15,1,2.2022,English,1,1,69.9,1,1,9,1h 8m,Andrei Averin,"2,215",2,4.6,,,,,0,0,0,4.8
960,Basics of Pandas for Data Analysis & Data Science,"1,606",15,1,11.2022,English,1,1,69.9,1,8,19,1h 55m,Shan Singh,"285,639",21,4.3,,,,,0,0,0,4.8
961,Developing and Deploying Applications with Streamlit,"9,035",17,1,12.2022,English,1,1,69.9,1,14,40,3h 33m,Avinash A,"21,334",6,4.1,,,,,1,0,0,4.1
962,Beginners R Programming: Data Science and Machine Learning!,116,15,2,8.2018,English,1,1,349.9,1,12,35,5h 14m,Mammoth Interactive,"381,289",275,4.3,John Bura,"519,351",304,4.3,0,0,0,3.9
963,Understanding New Data - Exploratory Analysis in R,182,15,1,3.2021,English,1,1,179.9,1,3,63,6h 52m,R-Tutorials Training,"265,469",24,4.4,,,,,0,0,0,4.3
964,Updated Comprehensive Guide to Bioinformatics Databases,71,15,1,7.2022,English,1,1,123.9,1,7,42,2h 19m,Abdul Rehman Ikram,"3,367",17,4,,,,,1,0,0,5
965,Artificial Intelligence #4:SVM & Logistic Classifier methods,"1,691",14,1,12.2017,English,1,1,329.9,1,3,18,1h 50m,Sobhan N.,"22,210",15,3.4,,,,,0,0,0,3.1
966,YOLO-V3 using Darknet Framework On NVIDIA GPU Without Coding,130,14,1,12.2019,English,1,1,159.9,1,9,25,2h 48m,Dhavalshree Khedkar,130,1,4.2,,,,,0,0,0,4.2
967,Statistics for Beginner,"1,580",14,1,8.202,English,1,1,349.9,1,5,32,2h 1m,Ankit Sharma,"3,401",3,3.9,,,,,1,0,0,3.9
968,The basics of Machine Learning,"3,010",14,1,8.2022,English,1,1,69.9,1,4,26,53m total,Sharjeel Kazim,"3,010",2,3.7,,,,,0,0,0,3.7
969,Master Amazon Web Services | A Step-by-Step Guide for 2022,"3,133",14,1,6.2022,English,1,1,69.9,1,12,107,6h 52m,R Tutor,"28,969",57,3.8,,,,,0,0,1,4
970,Hadoop & Data Science NLP (All in One Course).,222,14,1,4.2018,English,1,1,349.9,1,11,51,11h 30m,Nitin Kaushik,222,1,2.7,,,,,1,0,0,2.7
971,Machine Learning Disease Prediction And Drug Recommendation,91,15,1,1.2022,English,1,1,89.9,1,10,30,6h 11m,Noel Moses Mwadende,"3,785",2,4.1,,,,,0,0,0,4.3
972,Develop a Discord Bot in 2022,"1,956",14,1,7.2022,English,1,1,69.9,1,1,10,52m total,Erik Petersson,"34,082",8,4.3,,,,,0,0,0,4.2
973,Learn Python for Data Science with Google's Colab,"1,235",14,1,8.2019,English,1,0,69.9,1,9,13,1h 1m,Geek Cafe,"4,195",3,3.9,,,,,0,0,0,3.7
974,If You Can Cook You Can Code Vol 5: Artificial Intelligence,74,14,1,11.2016,English,1,1,349.9,1,2,7,1h 47m,Timothy Kenny,"131,907",56,4.3,,,,,0,0,0,3.7
975,AP Computer Science A - Java Concepts and Fundamentals,106,17,1,3.2022,English,1,1,139.9,1,12,31,2h 53m,Jarrett Cornelison,106,1,4.6,,,,,1,1,1,4.6
976,Data Engineering - SSIS/ETL/Pipelines/Python/Web Scraping,125,15,1,8.2022,English,1,1,249.9,1,10,79,6h 30m,Skill Tree,"29,653",31,4.2,,,,,0,0,0,4.2
977,Practical Python Wavelet Transforms (II): 1D DWT,93,14,1,8.2022,English,1,1,399.9,1,6,37,6h 31m,Dr. Shouke Wei,"2,563",5,4.1,,,,,0,0,0,4.3
978,Big Data Analytics with PySpark + Power BI + MongoDB,88,14,1,2.202,English,1,1,349.9,1,7,27,3h 54m,EBISYS R&D,"8,534",15,4.1,,,,,0,0,0,4.1
979,Deep Learning For Computer Vision,88,14,1,2.2022,English,1,1,209.9,1,11,52,6h 7m,Juan O'that,88,1,3.8,,,,,0,0,0,3.8
980,Getting Started with Open Drone Map (ODM),92,14,1,5.2022,English,1,1,69.9,1,5,27,2h 26m,Scott Lussier,"1,171",6,4.4,,,,,0,0,0,4
981,Data Science : Python Bootcamp for Data Analysis with Pandas,139,14,1,6.2022,English,1,1,69.9,1,16,68,6h 50m,Anmol Tomar,"4,034",3,4.3,,,,,1,0,0,4.3
982,Advanced Career Opportunities in Geographic Info.System(GIS),"1,958",14,1,12.2021,English,1,1,69.9,1,8,11,2h 5m,Global Education Foundation,"83,791",25,4.1,,,,,0,0,0,4.7
983,Recommender Systems for Beginners - Complete 2021 Edition,240,14,1,2.2021,English,1,1,179.9,1,4,14,28m total,The Click Reader,"14,311",11,4,,,,,0,0,0,4.1
984,Tutorials on Python & Data Science - Python + Data Science,"4,100",14,1,5.2022,English,1,1,699.9,1,19,467,26h 44m,Morteza Kordi,"87,570",11,4.2,,,,,0,0,0,4.6
